weight_baseline_sched_cv,weight_baseline_seed7_cv,weight_lower_batch_cv,accuracy
0.06,0.65,0.29,0.8114574945358334
0.06,0.66,0.28,0.8113424594501323
0.06,0.67,0.27,0.8112274243644312
0.06,0.68,0.26,0.8104221787645232
0.06,0.69,0.25,0.8096169331646152
0.06,0.7,0.24,0.8090417577361095
0.06,0.71,0.23,0.8090417577361095
0.06,0.72,0.22,0.8093868629932129
0.06,0.73,0.21,0.8097319682503163
0.06,0.74,0.2,0.8099620384217187
0.06,0.75,0.19,0.8103071436788221
0.06,0.76,0.18,0.8105372138502244
0.06,0.77,0.17,0.8107672840216266
0.06,0.78,0.16,0.8108823191073278
0.06,0.79,0.15,0.8104221787645232
0.06,0.8,0.14,0.8099620384217187
0.06,0.81,0.13,0.8092718279075118
0.06,0.82,0.12,0.8085816173933049
0.06,0.83,0.11,0.8085816173933049
0.06,0.84,0.1,0.8084665823076038
0.06,0.85,0.09,0.8082365121362015
0.06,0.86,0.08,0.8078914068790981
0.06,0.87,0.07,0.8074312665362936
0.06,0.88,0.06,0.8072011963648913
0.06,0.89,0.05,0.8073162314505924
0.06,0.9,0.04,0.8066260209363856
0.06,0.91,0.03,0.8061658805935811
0.06,0.92,0.02,0.8062809156792822
0.06,0.93,0.01,0.8062809156792822
0.06,0.94,0.0,0.8063959507649833
0.07,0.0,0.93,0.8101921085931209
0.07,0.01,0.92,0.8098470033360174
0.07,0.02,0.91,0.8099620384217187
0.07,0.03,0.9,0.8103071436788221
0.07,0.04,0.89,0.8108823191073278
0.07,0.05,0.88,0.8114574945358334
0.07,0.06,0.87,0.8118025997929369
0.07,0.07,0.86,0.8121477050500403
0.07,0.08,0.85,0.811917634878638
0.07,0.09,0.84,0.8120326699643391
0.07,0.1,0.83,0.811917634878638
0.07,0.11,0.82,0.8118025997929369
0.07,0.12,0.81,0.8121477050500403
0.07,0.13,0.8,0.8127228804785459
0.07,0.14,0.79,0.8124928103071437
0.07,0.15,0.78,0.8126078453928448
0.07,0.16,0.77,0.8130679857356494
0.07,0.17,0.76,0.8134130909927528
0.07,0.18,0.75,0.8132980559070516
0.07,0.19,0.74,0.8130679857356494
0.07,0.2,0.73,0.8132980559070516
0.07,0.21,0.72,0.8128379155642471
0.07,0.22,0.71,0.8124928103071437
0.07,0.23,0.7,0.8129529506499482
0.07,0.24,0.69,0.8128379155642471
0.07,0.25,0.68,0.8134130909927528
0.07,0.26,0.67,0.8131830208213505
0.07,0.27,0.66,0.8135281260784539
0.07,0.28,0.65,0.8137581962498562
0.07,0.29,0.64,0.8137581962498562
0.07,0.3,0.63,0.8137581962498562
0.07,0.31,0.62,0.8139882664212584
0.07,0.32,0.61,0.8137581962498562
0.07,0.33,0.6,0.8132980559070516
0.07,0.34,0.59,0.8130679857356494
0.07,0.35,0.58,0.8132980559070516
0.07,0.36,0.57,0.813643161164155
0.07,0.37,0.56,0.8132980559070516
0.07,0.38,0.55,0.8135281260784539
0.07,0.39,0.54,0.8126078453928448
0.07,0.4,0.53,0.8131830208213505
0.07,0.41,0.52,0.8130679857356494
0.07,0.42,0.51,0.8127228804785459
0.07,0.43,0.5,0.8131830208213505
0.07,0.44,0.49,0.8129529506499482
0.07,0.45,0.48,0.8128379155642471
0.07,0.46,0.47,0.8123777752214425
0.07,0.47,0.46,0.8124928103071437
0.07,0.48,0.45,0.8124928103071437
0.07,0.49,0.44,0.8120326699643391
0.07,0.5,0.43,0.8118025997929369
0.07,0.51,0.42,0.8120326699643391
0.07,0.52,0.41,0.8113424594501323
0.07,0.53,0.4,0.8118025997929369
0.07,0.54,0.39,0.8118025997929369
0.07,0.55,0.38,0.8113424594501323
0.07,0.56,0.37,0.8106522489359255
0.07,0.57,0.36,0.8112274243644312
0.07,0.58,0.35,0.8113424594501323
0.07,0.59,0.34,0.8115725296215346
0.07,0.6,0.33,0.8120326699643391
0.07,0.61,0.32,0.8118025997929369
0.07,0.62,0.31,0.811917634878638
0.07,0.63,0.3,0.811917634878638
0.07,0.64,0.29,0.811917634878638
0.07,0.65,0.28,0.8112274243644312
0.07,0.66,0.27,0.8114574945358334
0.07,0.67,0.26,0.8113424594501323
0.07,0.68,0.25,0.8103071436788221
0.07,0.69,0.24,0.8097319682503163
0.07,0.7,0.23,0.8093868629932129
0.07,0.71,0.22,0.809501898078914
0.07,0.72,0.21,0.8092718279075118
0.07,0.73,0.2,0.8096169331646152
0.07,0.74,0.19,0.8100770735074198
0.07,0.75,0.18,0.8105372138502244
0.07,0.76,0.17,0.8107672840216266
0.07,0.77,0.16,0.8108823191073278
0.07,0.78,0.15,0.8103071436788221
0.07,0.79,0.14,0.8100770735074198
0.07,0.8,0.13,0.8097319682503163
0.07,0.81,0.12,0.8091567928218106
0.07,0.82,0.11,0.8085816173933049
0.07,0.83,0.1,0.8083515472219027
0.07,0.84,0.09,0.8086966524790061
0.07,0.85,0.08,0.8078914068790981
0.07,0.86,0.07,0.8080064419647993
0.07,0.87,0.06,0.8075463016219947
0.07,0.88,0.05,0.8072011963648913
0.07,0.89,0.04,0.8066260209363856
0.07,0.9,0.03,0.8059358104221788
0.07,0.91,0.02,0.8063959507649833
0.07,0.92,0.01,0.8061658805935811
0.07,0.93,0.0,0.8060508455078799
0.08,0.0,0.92,0.8104221787645232
0.08,0.01,0.91,0.8099620384217187
0.08,0.02,0.9,0.8100770735074198
0.08,0.03,0.89,0.8103071436788221
0.08,0.04,0.88,0.8109973541930289
0.08,0.05,0.87,0.8114574945358334
0.08,0.06,0.86,0.8120326699643391
0.08,0.07,0.85,0.811917634878638
0.08,0.08,0.84,0.8116875647072357
0.08,0.09,0.83,0.8115725296215346
0.08,0.1,0.82,0.811917634878638
0.08,0.11,0.81,0.8121477050500403
0.08,0.12,0.8,0.8129529506499482
0.08,0.13,0.79,0.8126078453928448
0.08,0.14,0.78,0.8126078453928448
0.08,0.15,0.77,0.8126078453928448
0.08,0.16,0.76,0.8137581962498562
0.08,0.17,0.75,0.8135281260784539
0.08,0.18,0.74,0.8131830208213505
0.08,0.19,0.73,0.8130679857356494
0.08,0.2,0.72,0.8135281260784539
0.08,0.21,0.71,0.8129529506499482
0.08,0.22,0.7,0.8127228804785459
0.08,0.23,0.69,0.8131830208213505
0.08,0.24,0.68,0.8135281260784539
0.08,0.25,0.67,0.8135281260784539
0.08,0.26,0.66,0.8134130909927528
0.08,0.27,0.65,0.8135281260784539
0.08,0.28,0.64,0.8137581962498562
0.08,0.29,0.63,0.8137581962498562
0.08,0.3,0.62,0.8142183365926607
0.08,0.31,0.61,0.814333371678362
0.08,0.32,0.6,0.8137581962498562
0.08,0.33,0.59,0.8135281260784539
0.08,0.34,0.58,0.8137581962498562
0.08,0.35,0.57,0.8134130909927528
0.08,0.36,0.56,0.8134130909927528
0.08,0.37,0.55,0.8134130909927528
0.08,0.38,0.54,0.8129529506499482
0.08,0.39,0.53,0.8128379155642471
0.08,0.4,0.52,0.8128379155642471
0.08,0.41,0.51,0.8132980559070516
0.08,0.42,0.5,0.8134130909927528
0.08,0.43,0.49,0.8131830208213505
0.08,0.44,0.48,0.8131830208213505
0.08,0.45,0.47,0.8128379155642471
0.08,0.46,0.46,0.8127228804785459
0.08,0.47,0.45,0.8131830208213505
0.08,0.48,0.44,0.8126078453928448
0.08,0.49,0.43,0.8120326699643391
0.08,0.5,0.42,0.8120326699643391
0.08,0.51,0.41,0.8120326699643391
0.08,0.52,0.4,0.811917634878638
0.08,0.53,0.39,0.8116875647072357
0.08,0.54,0.38,0.8116875647072357
0.08,0.55,0.37,0.81111238927873
0.08,0.56,0.36,0.8112274243644312
0.08,0.57,0.35,0.8107672840216266
0.08,0.58,0.34,0.81111238927873
0.08,0.59,0.33,0.8114574945358334
0.08,0.6,0.32,0.8115725296215346
0.08,0.61,0.31,0.8118025997929369
0.08,0.62,0.3,0.8120326699643391
0.08,0.63,0.29,0.811917634878638
0.08,0.64,0.28,0.8115725296215346
0.08,0.65,0.27,0.8112274243644312
0.08,0.66,0.26,0.81111238927873
0.08,0.67,0.25,0.8104221787645232
0.08,0.68,0.24,0.8098470033360174
0.08,0.69,0.23,0.8096169331646152
0.08,0.7,0.22,0.8092718279075118
0.08,0.71,0.21,0.8089267226504083
0.08,0.72,0.2,0.8091567928218106
0.08,0.73,0.19,0.8096169331646152
0.08,0.74,0.18,0.8104221787645232
0.08,0.75,0.17,0.8106522489359255
0.08,0.76,0.16,0.8107672840216266
0.08,0.77,0.15,0.8104221787645232
0.08,0.78,0.14,0.8100770735074198
0.08,0.79,0.13,0.809501898078914
0.08,0.8,0.12,0.8090417577361095
0.08,0.81,0.11,0.8089267226504083
0.08,0.82,0.1,0.8083515472219027
0.08,0.83,0.09,0.8083515472219027
0.08,0.84,0.08,0.8081214770505004
0.08,0.85,0.07,0.8082365121362015
0.08,0.86,0.06,0.8074312665362936
0.08,0.87,0.05,0.8068560911077879
0.08,0.88,0.04,0.8066260209363856
0.08,0.89,0.03,0.8067410560220868
0.08,0.9,0.02,0.8062809156792822
0.08,0.91,0.01,0.8062809156792822
0.08,0.92,0.0,0.8059358104221788
0.09,0.0,0.91,0.8103071436788221
0.09,0.01,0.9,0.8100770735074198
0.09,0.02,0.89,0.8103071436788221
0.09,0.03,0.88,0.81111238927873
0.09,0.04,0.87,0.8112274243644312
0.09,0.05,0.86,0.8114574945358334
0.09,0.06,0.85,0.811917634878638
0.09,0.07,0.84,0.8118025997929369
0.09,0.08,0.83,0.8118025997929369
0.09,0.09,0.82,0.8115725296215346
0.09,0.1,0.81,0.8121477050500403
0.09,0.11,0.8,0.8128379155642471
0.09,0.12,0.79,0.8130679857356494
0.09,0.13,0.78,0.8132980559070516
0.09,0.14,0.77,0.8131830208213505
0.09,0.15,0.76,0.8135281260784539
0.09,0.16,0.75,0.8141033015069596
0.09,0.17,0.74,0.8137581962498562
0.09,0.18,0.73,0.813643161164155
0.09,0.19,0.72,0.8131830208213505
0.09,0.2,0.71,0.8134130909927528
0.09,0.21,0.7,0.8127228804785459
0.09,0.22,0.69,0.8130679857356494
0.09,0.23,0.68,0.8130679857356494
0.09,0.24,0.67,0.8130679857356494
0.09,0.25,0.66,0.8138732313355573
0.09,0.26,0.65,0.8134130909927528
0.09,0.27,0.64,0.8134130909927528
0.09,0.28,0.63,0.8142183365926607
0.09,0.29,0.62,0.8142183365926607
0.09,0.3,0.61,0.8146784769354654
0.09,0.31,0.6,0.814333371678362
0.09,0.32,0.59,0.8142183365926607
0.09,0.33,0.58,0.8137581962498562
0.09,0.34,0.57,0.8137581962498562
0.09,0.35,0.56,0.8131830208213505
0.09,0.36,0.55,0.8127228804785459
0.09,0.37,0.54,0.8132980559070516
0.09,0.38,0.53,0.8129529506499482
0.09,0.39,0.52,0.8130679857356494
0.09,0.4,0.51,0.8131830208213505
0.09,0.41,0.5,0.8135281260784539
0.09,0.42,0.49,0.8130679857356494
0.09,0.43,0.48,0.8129529506499482
0.09,0.44,0.47,0.8128379155642471
0.09,0.45,0.46,0.8129529506499482
0.09,0.46,0.45,0.8127228804785459
0.09,0.47,0.44,0.8128379155642471
0.09,0.48,0.43,0.8124928103071437
0.09,0.49,0.42,0.8121477050500403
0.09,0.5,0.41,0.8120326699643391
0.09,0.51,0.4,0.8118025997929369
0.09,0.52,0.39,0.8120326699643391
0.09,0.53,0.38,0.8121477050500403
0.09,0.54,0.37,0.8118025997929369
0.09,0.55,0.36,0.8118025997929369
0.09,0.56,0.35,0.81111238927873
0.09,0.57,0.34,0.8106522489359255
0.09,0.58,0.33,0.8112274243644312
0.09,0.59,0.32,0.8115725296215346
0.09,0.6,0.31,0.8118025997929369
0.09,0.61,0.3,0.8123777752214425
0.09,0.62,0.29,0.811917634878638
0.09,0.63,0.28,0.8118025997929369
0.09,0.64,0.27,0.8114574945358334
0.09,0.65,0.26,0.81111238927873
0.09,0.66,0.25,0.8105372138502244
0.09,0.67,0.24,0.8100770735074198
0.09,0.68,0.23,0.8101921085931209
0.09,0.69,0.22,0.8103071436788221
0.09,0.7,0.21,0.809501898078914
0.09,0.71,0.2,0.8091567928218106
0.09,0.72,0.19,0.8093868629932129
0.09,0.73,0.18,0.8093868629932129
0.09,0.74,0.17,0.8103071436788221
0.09,0.75,0.16,0.8106522489359255
0.09,0.76,0.15,0.8101921085931209
0.09,0.77,0.14,0.8103071436788221
0.09,0.78,0.13,0.8098470033360174
0.09,0.79,0.12,0.8091567928218106
0.09,0.8,0.11,0.8089267226504083
0.09,0.81,0.1,0.8082365121362015
0.09,0.82,0.09,0.8088116875647072
0.09,0.83,0.08,0.8084665823076038
0.09,0.84,0.07,0.8084665823076038
0.09,0.85,0.06,0.807776371793397
0.09,0.86,0.05,0.8073162314505924
0.09,0.87,0.04,0.806971126193489
0.09,0.88,0.03,0.8068560911077879
0.09,0.89,0.02,0.806971126193489
0.09,0.9,0.01,0.8063959507649833
0.09,0.91,0.0,0.8060508455078799
0.1,0.0,0.9,0.8106522489359255
0.1,0.01,0.89,0.8107672840216266
0.1,0.02,0.88,0.8107672840216266
0.1,0.03,0.87,0.8116875647072357
0.1,0.04,0.86,0.8113424594501323
0.1,0.05,0.85,0.811917634878638
0.1,0.06,0.84,0.8121477050500403
0.1,0.07,0.83,0.8126078453928448
0.1,0.08,0.82,0.8120326699643391
0.1,0.09,0.81,0.811917634878638
0.1,0.1,0.8,0.8126078453928448
0.1,0.11,0.79,0.8131830208213505
0.1,0.12,0.78,0.8135281260784539
0.1,0.13,0.77,0.8141033015069596
0.1,0.14,0.76,0.8138732313355573
0.1,0.15,0.75,0.814333371678362
0.1,0.16,0.74,0.8142183365926607
0.1,0.17,0.73,0.8139882664212584
0.1,0.18,0.72,0.8138732313355573
0.1,0.19,0.71,0.813643161164155
0.1,0.2,0.7,0.8131830208213505
0.1,0.21,0.69,0.8130679857356494
0.1,0.22,0.68,0.8131830208213505
0.1,0.23,0.67,0.8132980559070516
0.1,0.24,0.66,0.8130679857356494
0.1,0.25,0.65,0.8131830208213505
0.1,0.26,0.64,0.8130679857356494
0.1,0.27,0.63,0.8137581962498562
0.1,0.28,0.62,0.8139882664212584
0.1,0.29,0.61,0.814333371678362
0.1,0.3,0.6,0.8149085471068676
0.1,0.31,0.59,0.8146784769354654
0.1,0.32,0.58,0.8147935120211665
0.1,0.33,0.57,0.814333371678362
0.1,0.34,0.56,0.8141033015069596
0.1,0.35,0.55,0.8135281260784539
0.1,0.36,0.54,0.8135281260784539
0.1,0.37,0.53,0.8132980559070516
0.1,0.38,0.52,0.8132980559070516
0.1,0.39,0.51,0.8135281260784539
0.1,0.4,0.5,0.813643161164155
0.1,0.41,0.49,0.813643161164155
0.1,0.42,0.48,0.8134130909927528
0.1,0.43,0.47,0.8135281260784539
0.1,0.44,0.46,0.8131830208213505
0.1,0.45,0.45,0.8134130909927528
0.1,0.46,0.44,0.8132980559070516
0.1,0.47,0.43,0.8130679857356494
0.1,0.48,0.42,0.8130679857356494
0.1,0.49,0.41,0.8123777752214425
0.1,0.5,0.4,0.8122627401357414
0.1,0.51,0.39,0.8124928103071437
0.1,0.52,0.38,0.8126078453928448
0.1,0.53,0.37,0.8121477050500403
0.1,0.54,0.36,0.8118025997929369
0.1,0.55,0.35,0.8114574945358334
0.1,0.56,0.34,0.8114574945358334
0.1,0.57,0.33,0.8108823191073278
0.1,0.58,0.32,0.81111238927873
0.1,0.59,0.31,0.8118025997929369
0.1,0.6,0.3,0.8123777752214425
0.1,0.61,0.29,0.8124928103071437
0.1,0.62,0.28,0.8122627401357414
0.1,0.63,0.27,0.8115725296215346
0.1,0.64,0.26,0.81111238927873
0.1,0.65,0.25,0.8106522489359255
0.1,0.66,0.24,0.8104221787645232
0.1,0.67,0.23,0.8101921085931209
0.1,0.68,0.22,0.8104221787645232
0.1,0.69,0.21,0.8104221787645232
0.1,0.7,0.2,0.8099620384217187
0.1,0.71,0.19,0.8093868629932129
0.1,0.72,0.18,0.8093868629932129
0.1,0.73,0.17,0.809501898078914
0.1,0.74,0.16,0.8098470033360174
0.1,0.75,0.15,0.8099620384217187
0.1,0.76,0.14,0.8098470033360174
0.1,0.77,0.13,0.8097319682503163
0.1,0.78,0.12,0.8092718279075118
0.1,0.79,0.11,0.8093868629932129
0.1,0.8,0.1,0.8089267226504083
0.1,0.81,0.09,0.8084665823076038
0.1,0.82,0.08,0.8080064419647993
0.1,0.83,0.07,0.8082365121362015
0.1,0.84,0.06,0.8083515472219027
0.1,0.85,0.05,0.8073162314505924
0.1,0.86,0.04,0.8068560911077879
0.1,0.87,0.03,0.8067410560220868
0.1,0.88,0.02,0.8067410560220868
0.1,0.89,0.01,0.806971126193489
0.1,0.9,0.0,0.8067410560220868
0.11,0.0,0.89,0.8103071436788221
0.11,0.01,0.88,0.8106522489359255
0.11,0.02,0.87,0.8109973541930289
0.11,0.03,0.86,0.8113424594501323
0.11,0.04,0.85,0.8116875647072357
0.11,0.05,0.84,0.8120326699643391
0.11,0.06,0.83,0.8123777752214425
0.11,0.07,0.82,0.8124928103071437
0.11,0.08,0.81,0.8121477050500403
0.11,0.09,0.8,0.8121477050500403
0.11,0.1,0.79,0.8129529506499482
0.11,0.11,0.78,0.8137581962498562
0.11,0.12,0.77,0.8138732313355573
0.11,0.13,0.76,0.8139882664212584
0.11,0.14,0.75,0.813643161164155
0.11,0.15,0.74,0.8142183365926607
0.11,0.16,0.73,0.814333371678362
0.11,0.17,0.72,0.8142183365926607
0.11,0.18,0.71,0.8142183365926607
0.11,0.19,0.7,0.8137581962498562
0.11,0.2,0.69,0.8135281260784539
0.11,0.21,0.68,0.8131830208213505
0.11,0.22,0.67,0.8134130909927528
0.11,0.23,0.66,0.8135281260784539
0.11,0.24,0.65,0.8134130909927528
0.11,0.25,0.64,0.8137581962498562
0.11,0.26,0.63,0.813643161164155
0.11,0.27,0.62,0.8141033015069596
0.11,0.28,0.61,0.814448406764063
0.11,0.29,0.6,0.8145634418497641
0.11,0.3,0.59,0.8151386172782699
0.11,0.31,0.58,0.8151386172782699
0.11,0.32,0.57,0.8151386172782699
0.11,0.33,0.56,0.814448406764063
0.11,0.34,0.55,0.8142183365926607
0.11,0.35,0.54,0.813643161164155
0.11,0.36,0.53,0.8137581962498562
0.11,0.37,0.52,0.8135281260784539
0.11,0.38,0.51,0.8137581962498562
0.11,0.39,0.5,0.813643161164155
0.11,0.4,0.49,0.8139882664212584
0.11,0.41,0.48,0.8142183365926607
0.11,0.42,0.47,0.8139882664212584
0.11,0.43,0.46,0.8135281260784539
0.11,0.44,0.45,0.8135281260784539
0.11,0.45,0.44,0.8137581962498562
0.11,0.46,0.43,0.8137581962498562
0.11,0.47,0.42,0.8135281260784539
0.11,0.48,0.41,0.8127228804785459
0.11,0.49,0.4,0.8124928103071437
0.11,0.5,0.39,0.8126078453928448
0.11,0.51,0.38,0.8130679857356494
0.11,0.52,0.37,0.8128379155642471
0.11,0.53,0.36,0.8121477050500403
0.11,0.54,0.35,0.8123777752214425
0.11,0.55,0.34,0.8116875647072357
0.11,0.56,0.33,0.8115725296215346
0.11,0.57,0.32,0.8109973541930289
0.11,0.58,0.31,0.8113424594501323
0.11,0.59,0.3,0.8118025997929369
0.11,0.6,0.29,0.8124928103071437
0.11,0.61,0.28,0.8124928103071437
0.11,0.62,0.27,0.811917634878638
0.11,0.63,0.26,0.81111238927873
0.11,0.64,0.25,0.8107672840216266
0.11,0.65,0.24,0.8101921085931209
0.11,0.66,0.23,0.8104221787645232
0.11,0.67,0.22,0.8104221787645232
0.11,0.68,0.21,0.8105372138502244
0.11,0.69,0.2,0.8105372138502244
0.11,0.7,0.19,0.8101921085931209
0.11,0.71,0.18,0.8097319682503163
0.11,0.72,0.17,0.8093868629932129
0.11,0.73,0.16,0.8099620384217187
0.11,0.74,0.15,0.809501898078914
0.11,0.75,0.14,0.8096169331646152
0.11,0.76,0.13,0.8091567928218106
0.11,0.77,0.12,0.8090417577361095
0.11,0.78,0.11,0.8091567928218106
0.11,0.79,0.1,0.8092718279075118
0.11,0.8,0.09,0.8083515472219027
0.11,0.81,0.08,0.8083515472219027
0.11,0.82,0.07,0.8083515472219027
0.11,0.83,0.06,0.8082365121362015
0.11,0.84,0.05,0.8080064419647993
0.11,0.85,0.04,0.8074312665362936
0.11,0.86,0.03,0.8066260209363856
0.11,0.87,0.02,0.8065109858506845
0.11,0.88,0.01,0.8065109858506845
0.11,0.89,0.0,0.8068560911077879
0.12,0.0,0.88,0.8103071436788221
0.12,0.01,0.87,0.8106522489359255
0.12,0.02,0.86,0.8114574945358334
0.12,0.03,0.85,0.8114574945358334
0.12,0.04,0.84,0.8120326699643391
0.12,0.05,0.83,0.8123777752214425
0.12,0.06,0.82,0.8123777752214425
0.12,0.07,0.81,0.8121477050500403
0.12,0.08,0.8,0.8121477050500403
0.12,0.09,0.79,0.8126078453928448
0.12,0.1,0.78,0.8134130909927528
0.12,0.11,0.77,0.8137581962498562
0.12,0.12,0.76,0.8137581962498562
0.12,0.13,0.75,0.8137581962498562
0.12,0.14,0.74,0.8139882664212584
0.12,0.15,0.73,0.8142183365926607
0.12,0.16,0.72,0.8141033015069596
0.12,0.17,0.71,0.814333371678362
0.12,0.18,0.7,0.8142183365926607
0.12,0.19,0.69,0.8138732313355573
0.12,0.2,0.68,0.813643161164155
0.12,0.21,0.67,0.8130679857356494
0.12,0.22,0.66,0.8131830208213505
0.12,0.23,0.65,0.8138732313355573
0.12,0.24,0.64,0.8139882664212584
0.12,0.25,0.63,0.8137581962498562
0.12,0.26,0.62,0.8141033015069596
0.12,0.27,0.61,0.8141033015069596
0.12,0.28,0.6,0.814448406764063
0.12,0.29,0.59,0.8150235821925688
0.12,0.3,0.58,0.8150235821925688
0.12,0.31,0.57,0.8153686874496722
0.12,0.32,0.56,0.8151386172782699
0.12,0.33,0.55,0.8153686874496722
0.12,0.34,0.54,0.8149085471068676
0.12,0.35,0.53,0.814333371678362
0.12,0.36,0.52,0.8138732313355573
0.12,0.37,0.51,0.8139882664212584
0.12,0.38,0.5,0.8137581962498562
0.12,0.39,0.49,0.8139882664212584
0.12,0.4,0.48,0.8147935120211665
0.12,0.41,0.47,0.8146784769354654
0.12,0.42,0.46,0.814448406764063
0.12,0.43,0.45,0.8135281260784539
0.12,0.44,0.44,0.8137581962498562
0.12,0.45,0.43,0.8139882664212584
0.12,0.46,0.42,0.8141033015069596
0.12,0.47,0.41,0.8132980559070516
0.12,0.48,0.4,0.8122627401357414
0.12,0.49,0.39,0.8127228804785459
0.12,0.5,0.38,0.8130679857356494
0.12,0.51,0.37,0.8134130909927528
0.12,0.52,0.36,0.8131830208213505
0.12,0.53,0.35,0.8130679857356494
0.12,0.54,0.34,0.8128379155642471
0.12,0.55,0.33,0.8122627401357414
0.12,0.56,0.32,0.8118025997929369
0.12,0.57,0.31,0.8118025997929369
0.12,0.58,0.3,0.8123777752214425
0.12,0.59,0.29,0.8121477050500403
0.12,0.6,0.28,0.8126078453928448
0.12,0.61,0.27,0.8123777752214425
0.12,0.62,0.26,0.8116875647072357
0.12,0.63,0.25,0.8107672840216266
0.12,0.64,0.24,0.8105372138502244
0.12,0.65,0.23,0.8101921085931209
0.12,0.66,0.22,0.8105372138502244
0.12,0.67,0.21,0.8107672840216266
0.12,0.68,0.2,0.8107672840216266
0.12,0.69,0.19,0.8106522489359255
0.12,0.7,0.18,0.8105372138502244
0.12,0.71,0.17,0.8096169331646152
0.12,0.72,0.16,0.8092718279075118
0.12,0.73,0.15,0.8093868629932129
0.12,0.74,0.14,0.8091567928218106
0.12,0.75,0.13,0.8093868629932129
0.12,0.76,0.12,0.8091567928218106
0.12,0.77,0.11,0.8091567928218106
0.12,0.78,0.1,0.8090417577361095
0.12,0.79,0.09,0.8090417577361095
0.12,0.8,0.08,0.8083515472219027
0.12,0.81,0.07,0.8086966524790061
0.12,0.82,0.06,0.8081214770505004
0.12,0.83,0.05,0.8076613367076958
0.12,0.84,0.04,0.807776371793397
0.12,0.85,0.03,0.8068560911077879
0.12,0.86,0.02,0.806971126193489
0.12,0.87,0.01,0.8066260209363856
0.12,0.88,0.0,0.806971126193489
0.13,0.0,0.87,0.8108823191073278
0.13,0.01,0.86,0.8114574945358334
0.13,0.02,0.85,0.8115725296215346
0.13,0.03,0.84,0.811917634878638
0.13,0.04,0.83,0.8120326699643391
0.13,0.05,0.82,0.8122627401357414
0.13,0.06,0.81,0.8118025997929369
0.13,0.07,0.8,0.8121477050500403
0.13,0.08,0.79,0.8126078453928448
0.13,0.09,0.78,0.8128379155642471
0.13,0.1,0.77,0.8135281260784539
0.13,0.11,0.76,0.8142183365926607
0.13,0.12,0.75,0.8141033015069596
0.13,0.13,0.74,0.813643161164155
0.13,0.14,0.73,0.8139882664212584
0.13,0.15,0.72,0.8138732313355573
0.13,0.16,0.71,0.8141033015069596
0.13,0.17,0.7,0.8138732313355573
0.13,0.18,0.69,0.8139882664212584
0.13,0.19,0.68,0.8142183365926607
0.13,0.2,0.67,0.8137581962498562
0.13,0.21,0.66,0.8131830208213505
0.13,0.22,0.65,0.8135281260784539
0.13,0.23,0.64,0.8137581962498562
0.13,0.24,0.63,0.8139882664212584
0.13,0.25,0.62,0.8142183365926607
0.13,0.26,0.61,0.8146784769354654
0.13,0.27,0.6,0.8141033015069596
0.13,0.28,0.59,0.8142183365926607
0.13,0.29,0.58,0.8147935120211665
0.13,0.3,0.57,0.8149085471068676
0.13,0.31,0.56,0.8151386172782699
0.13,0.32,0.55,0.8149085471068676
0.13,0.33,0.54,0.8155987576210745
0.13,0.34,0.53,0.8146784769354654
0.13,0.35,0.52,0.814448406764063
0.13,0.36,0.51,0.814333371678362
0.13,0.37,0.5,0.8141033015069596
0.13,0.38,0.49,0.8141033015069596
0.13,0.39,0.48,0.8146784769354654
0.13,0.4,0.47,0.8150235821925688
0.13,0.41,0.46,0.8147935120211665
0.13,0.42,0.45,0.814333371678362
0.13,0.43,0.44,0.814448406764063
0.13,0.44,0.43,0.813643161164155
0.13,0.45,0.42,0.8139882664212584
0.13,0.46,0.41,0.8130679857356494
0.13,0.47,0.4,0.8128379155642471
0.13,0.48,0.39,0.8124928103071437
0.13,0.49,0.38,0.8129529506499482
0.13,0.5,0.37,0.8134130909927528
0.13,0.51,0.36,0.8132980559070516
0.13,0.52,0.35,0.8132980559070516
0.13,0.53,0.34,0.8130679857356494
0.13,0.54,0.33,0.8127228804785459
0.13,0.55,0.32,0.8123777752214425
0.13,0.56,0.31,0.8123777752214425
0.13,0.57,0.3,0.8127228804785459
0.13,0.58,0.29,0.8126078453928448
0.13,0.59,0.28,0.8122627401357414
0.13,0.6,0.27,0.8122627401357414
0.13,0.61,0.26,0.811917634878638
0.13,0.62,0.25,0.8115725296215346
0.13,0.63,0.24,0.8109973541930289
0.13,0.64,0.23,0.8106522489359255
0.13,0.65,0.22,0.8109973541930289
0.13,0.66,0.21,0.8107672840216266
0.13,0.67,0.2,0.8105372138502244
0.13,0.68,0.19,0.8115725296215346
0.13,0.69,0.18,0.8107672840216266
0.13,0.7,0.17,0.8103071436788221
0.13,0.71,0.16,0.809501898078914
0.13,0.72,0.15,0.8096169331646152
0.13,0.73,0.14,0.8089267226504083
0.13,0.74,0.13,0.8090417577361095
0.13,0.75,0.12,0.8088116875647072
0.13,0.76,0.11,0.8085816173933049
0.13,0.77,0.1,0.8088116875647072
0.13,0.78,0.09,0.8088116875647072
0.13,0.79,0.08,0.8084665823076038
0.13,0.8,0.07,0.8085816173933049
0.13,0.81,0.06,0.8082365121362015
0.13,0.82,0.05,0.8078914068790981
0.13,0.83,0.04,0.8073162314505924
0.13,0.84,0.03,0.8073162314505924
0.13,0.85,0.02,0.8068560911077879
0.13,0.86,0.01,0.8070861612791902
0.13,0.87,0.0,0.806971126193489
